playerid,birthDate
sa3023222,2001-12-09
sa3023223,2002-05-15
sa3023225,2002-09-01
sa3023226,2002-05-30
sa3023227,2001-09-07
sa3023228,2001-07-31
sa3023229,2002-05-06
sa3023230,2001-08-01
sa3023231,2001-08-15
sa3023232,2000-12-07
sa3023249,1999-07-19
sa3023251,2002-06-24
sa3023252,2001-01-23
sa3023253,2001-08-02
sa3023254,2002-09-11
sa3023255,2005-11-17
sa3023257,2002-03-15
sa3023258,2001-01-30
sa3023264,2000-12-17
sa3023265,2001-04-26
sa3023266,2000-08-16
sa3023268,2004-09-29
sa3023269,2002-07-03
sa3023270,2001-07-28
sa3023271,2001-02-22
sa3023272,2001-10-04
sa3023274,2001-09-13
sa3023275,2001-07-09
sa3023276,2001-10-20
sa3023277,1999-10-05
sa3023278,2002-07-30
sa3023279,2001-07-27
sa3023280,2000-07-23
sa3023281,2002-03-29
sa3023282,2002-03-14
sa3023283,2002-02-15
sa3023284,2002-06-24
sa3023285,2003-05-27
sa3023287,2005-09-17
sa3023288,2004-11-04
sa3023289,2002-03-29
sa3023302,2004-12-17
sa3023303,2000-10-28
sa3023304,2002-04-01
sa3023306,2002-05-24
sa3023309,1998-11-15
sa3023310,2004-08-15
sa3023311,2000-09-08
sa3023351,2004-12-16
sa3023352,2002-02-23
sa3023362,2004-09-09
sa3023363,2006-10-11
sa3023364,2001-09-13
sa3023365,2001-11-01
sa3023366,2002-08-15
sa3023367,2001-09-11
sa3023369,1999-06-16
sa3023370,2000-04-25
sa3023371,2002-04-09
sa3023372,2001-09-28
sa3023373,2002-03-11
sa3023374,2001-08-18
sa3023375,2000-01-24
sa3023376,2001-07-19
sa3023377,1999-11-11
sa3023379,2002-12-23
sa3023380,2002-05-31
sa3023381,2005-09-15
sa3023404,1999-10-04
sa3023405,2000-03-15
sa3023406,2000-09-15
sa3023408,2001-07-02
sa3023409,2001-04-26
sa3023411,2002-02-11
sa3023412,2001-08-22
sa3023413,1999-05-18
sa3023414,2002-02-20
sa3023415,2000-06-15
sa3023416,2001-03-30
sa3023417,2000-03-03
sa3023418,2000-04-05
sa3023419,1999-05-22
sa3023420,2005-08-10
sa3023421,2005-07-18
sa3023422,2001-12-05
sa3023423,2001-09-28
sa3023424,2001-06-03
sa3023425,2001-12-16
sa3023426,2003-01-22
sa3023436,1998-01-06
sa3023437,1996-05-19
sa3023438,2000-06-28
sa3023441,2001-09-21
sa3023442,2001-09-25
sa3023443,2001-12-26
sa3023444,2002-05-06
sa3023445,2001-03-28
sa3023447,2002-02-18
sa3023449,2003-07-12
sa3023450,2005-08-31
sa3023451,1999-09-28
sa3023452,2001-11-09
sa3023453,2002-08-14
sa3023454,1999-10-30
sa3023456,1998-09-23
sa3023457,2000-06-14
sa3023458,2001-10-07
sa3023467,2000-06-15
sa3023468,2000-10-05
sa3023469,1997-07-02
sa3023471,2002-07-10
sa3023474,2002-01-30
sa3023475,2002-07-24
sa3023476,2001-06-14
sa3023477,1999-10-13
sa3023478,2002-09-05
sa3023479,2004-04-06
sa3023480,1999-05-18
sa3023481,2002-03-18
sa3023482,2003-06-02
sa3023483,1999-01-23
sa3023484,2001-10-29
sa3023485,2000-10-11
sa3023486,1999-09-28
sa3023500,2001-07-09
sa3023501,2001-01-07
sa3023502,2001-02-21
sa3023503,2001-10-19
sa3023504,2000-12-01
sa3023506,2000-12-26
sa3023507,2000-04-12
sa3023508,2002-03-30
sa3023509,2002-01-03
sa3023510,2000-03-21
sa3023511,2001-05-11
sa3023513,2004-10-25
sa3023514,2001-10-31
sa3023515,2002-01-18
sa3023517,2002-02-26
sa3023522,2001-05-22
sa3023523,2001-04-17
sa3023524,2002-05-08
sa3023526,2004-09-15
sa3023531,2001-06-06
sa3023534,1998-07-28
sa3023538,2002-01-06
sa3023540,2001-09-06
sa3023544,1999-05-15
sa3023545,2004-02-20
sa3023546,2005-10-03
sa3023547,2003-04-22
sa3023549,2000-01-19
sa3023553,1999-11-12
sa3023557,2004-04-28
sa3023559,2001-03-16
sa3023560,2005-08-06
sa3023565,2002-01-24
sa3023566,2004-10-15
sa3023567,2004-10-01
sa3023568,2003-12-03
sa3023569,2005-06-22
sa3023570,2004-11-02
sa3023572,2005-04-02
sa3023573,2002-02-27
sa3023575,2004-02-13
sa3023576,2002-06-12
sa3023579,2000-05-11
sa3023580,2005-12-04
sa3023596,2004-12-11
sa3023597,2003-03-04
sa3023598,2004-08-24
sa3023599,2004-07-27
sa3023601,2004-03-14
sa3023602,2004-01-10
sa3023603,2004-09-20
sa3023612,2002-04-09
sa3023613,2004-08-25
sa3023614,2005-09-11
sa3023615,2004-03-28
sa3023617,2005-01-11
sa3023618,2004-06-06
sa3023619,1998-11-11
sa3023620,2000-11-26
sa3023622,1999-11-16
sa3023627,2004-08-10
sa3023628,2003-11-13
sa3023629,2005-08-08
sa3023631,2004-08-16
sa3023635,2001-10-03
sa3023637,2005-08-08
sa3023641,2002-04-02
sa3023642,2002-01-17
sa3023647,2006-10-25
sa3023649,2002-06-16
sa3023651,1999-05-20
sa3023652,2001-03-23
sa3023654,2001-05-03
sa3023658,2002-03-30
sa3023659,2001-12-31
sa3023662,2001-10-13
sa3023663,2005-08-09
sa3023665,1999-07-22
sa3023666,1999-10-19
sa3023668,2001-12-23
sa3023671,2001-06-01
sa3023673,2002-01-04
sa3023674,2005-01-26
sa3023679,2001-10-02
sa3023681,1999-08-05
sa3023682,1999-04-26
sa3023683,2004-08-05
sa3023688,2005-04-06
sa3023690,2005-09-05
sa3023691,2005-12-13
sa3023692,2007-02-05
sa3023693,2006-10-15
sa3023696,2006-10-17
sa3023697,2007-05-08
sa3023698,2004-09-21
sa3023699,2007-01-28
sa3023700,2006-08-04
sa3023702,2004-12-29
sa3023703,2004-01-21
sa3023704,2004-10-01
sa3023705,2007-01-11
sa3023707,2007-01-11
sa3023708,2005-02-07
sa3023709,2006-09-19
sa3023710,2006-10-23
sa3023711,2006-09-06
sa3023713,2005-08-11
sa3023714,2005-04-06
sa3023715,2007-08-15
sa3023716,2006-08-09
sa3023718,2006-11-17
sa3023719,2007-05-15
sa3023720,2006-11-07
sa3023721,2007-04-21
sa3023722,2006-09-19
sa3023723,2007-02-01
sa3023724,2006-12-13
sa3023725,2006-09-01
sa3023726,2007-02-08
sa3023727,2006-11-08
sa3023728,2006-11-10
sa3023729,2007-06-04
sa3023731,2006-07-18
sa3023732,2006-12-18
sa3023733,2007-07-01
sa3023734,2006-10-19
sa3023735,2006-12-15
sa3023736,2006-12-23
sa3023737,2007-01-23
sa3023738,2007-01-15
sa3023739,2006-09-30
sa3023741,2007-02-04
sa3023742,2006-11-11
sa3023743,2007-01-19
sa3023744,2006-11-10
sa3023745,2007-07-11
sa3023746,2006-11-19
sa3023747,2007-02-27
sa3023749,2007-07-26
sa3023750,2007-08-18
sa3023751,2007-01-10
sa3023752,2006-10-31
sa3023753,2006-11-04
sa3023754,2005-09-05
sa3023755,2007-04-06
sa3023756,2007-05-29
sa3023757,2006-12-31
sa3023759,2006-09-02
sa3023760,2006-11-23
sa3023761,2007-05-29
sa3023762,2006-10-13
sa3023763,2007-04-12
sa3023764,2007-02-24
sa3023765,2007-08-02
sa3023766,2006-10-30
sa3023767,2007-07-13
sa3023768,2006-11-20
sa3023769,2006-11-04
sa3023770,2007-07-08
sa3023772,2006-09-15
sa3023773,2006-09-20
sa3023774,2007-01-24
sa3023775,2007-01-27
sa3023776,2007-01-24
sa3023777,2007-05-08
sa3023778,2007-01-24
sa3023779,2006-10-28
sa3023780,2006-10-28
sa3023781,2007-05-01
sa3023782,2007-01-09
sa3023783,2007-05-15
sa3023784,2007-01-05
sa3023785,2007-04-17
sa3023786,2007-02-02
sa3023787,2006-12-01
sa3023788,2006-09-24
sa3023789,2007-02-01
sa3023790,2006-10-12
sa3023791,2007-07-06
sa3023792,2006-09-02
sa3023793,2005-10-16
sa3023810,1998-09-14
sa3023811,2003-04-10
sa3023812,2006-01-25
sa3023813,2007-05-23
sa3023814,2003-10-25
sa3023816,2006-04-24
sa3023817,2003-09-15
sa3023818,2007-02-05
sa3023819,2004-06-16
sa3023820,2006-05-25
sa3023821,2006-02-27
sa3023822,2005-08-19
sa3023823,2005-04-20
sa3023824,2003-09-20
sa3023829,2005-09-21
sa3023831,2006-10-20
sa3023833,2005-11-03
sa3023834,2007-01-21
sa3023835,2006-09-20
sa3023836,2006-09-15
sa3023838,2007-03-01
sa3023839,2007-04-01
sa3023840,2006-12-27
sa3023841,2006-10-25
sa3023843,2004-10-04
sa3023846,2006-01-25
sa3023847,2004-12-03
sa3023848,2003-03-24
sa3023849,2006-08-09
sa3023850,2006-11-18
sa3023851,2006-09-11
sa3023852,2007-06-21
sa3023853,2006-10-03
sa3023857,2006-01-10
sa3023858,2007-01-08
sa3023863,2006-12-07
sa3023865,2003-12-15
sa3023866,2005-02-24
sa3023867,2004-04-30
sa3023868,2006-02-14
sa3023869,2006-08-29
sa3023873,2005-10-17
sa3023874,2004-08-19
sa3023875,2006-10-01
sa3023876,2006-11-13
sa3023877,2007-01-16
sa3023878,2007-04-21
sa3023879,2007-08-16
sa3023880,2007-03-30
sa3023881,2007-02-16
sa3023882,2007-02-22
sa3023883,2006-03-10
sa3023884,2006-05-23
sa3023885,2006-10-06
sa3023886,2007-06-23
sa3023887,2006-09-22
sa3023888,2007-05-24
sa3023889,2006-10-23
sa3023890,2007-07-29
sa3023891,2006-12-16
sa3023892,2006-11-16
sa3023893,2006-10-31
sa3023894,2007-01-24
sa3023895,2006-12-07
sa3023896,2006-11-09
sa3023897,2007-02-23
sa3023898,2007-03-29
sa3023899,2006-02-21
sa3023900,2006-03-03
sa3023901,2005-08-01
sa3023903,2007-04-24
sa3023904,2007-04-21
sa3023905,2006-10-14
sa3023906,2007-03-19
sa3023907,2006-11-08
sa3023908,2007-04-11
sa3023909,2007-08-23
sa3023910,2007-07-07
sa3023911,2007-01-09
sa3023912,2007-05-10
sa3023913,2007-07-02
sa3023914,2007-02-13
sa3023915,2007-03-28
sa3023916,2006-10-09
sa3023917,2007-04-08
sa3023918,2006-12-20
sa3023919,2006-11-15
sa3023920,2007-05-29
sa3023921,2006-12-12
sa3023922,2006-12-07
sa3023923,2006-11-16
sa3023924,2007-03-26
sa3023925,2007-06-28
sa3023926,2006-11-08
sa3023927,2006-11-10
sa3023928,2006-09-24
sa3023929,2006-09-21
sa3023931,2006-11-18
sa3023933,2006-09-21
sa3023935,2007-04-13
sa3023936,2006-11-27
sa3023937,2007-06-21
sa3023938,2007-03-29
sa3023939,2007-04-02
sa3023940,2007-06-30
sa3023942,2007-03-09
sa3023944,2006-11-11
sa3023945,2007-04-22
sa3023946,2007-01-23
sa3023947,2006-12-23
sa3023948,2006-09-29
sa3023949,2007-06-13
sa3023950,2006-09-24
sa3023951,2006-10-27
sa3023952,2007-01-19
sa3023953,2006-10-25
sa3023954,2006-09-18
sa3023955,2006-10-26
sa3023956,2007-03-26
sa3023957,2007-08-14
sa3023958,2006-11-25
sa3023959,2007-04-25
sa3023960,2006-09-23
sa3023961,2007-04-14
sa3023962,2007-04-24
sa3023966,2006-09-07
sa3023968,2007-06-30
sa3023969,2007-07-21
sa3023970,2006-11-07
sa3023972,2006-12-09
sa3023973,2007-03-30
sa3023974,2006-02-24
sa3023975,2007-08-17
sa3023976,2006-09-04
sa3023977,2007-06-04
sa3023978,2006-11-20
sa3023979,2007-07-04
sa3023980,2007-04-12
sa3023981,2007-01-22
sa3023982,2006-09-04
sa3023983,2007-08-09
sa3023985,2007-03-26
sa3023986,2006-11-27
sa3023987,2007-01-04
sa3023988,2006-03-23
sa3023989,2005-05-13
sa3023990,2004-02-06
sa3024067,2003-02-01
sa3024068,2004-08-03
sa3024069,2005-10-09
sa3024072,2005-01-13
sa3024075,2006-07-25
sa3024076,2006-01-10
sa3024077,2003-10-18
sa3024078,2004-11-14
sa3024080,2006-06-19
sa3024083,2007-03-01
sa3024085,2006-09-30
sa3024087,2006-02-27
sa3024088,2007-01-10
sa3024089,2005-09-10
sa3024090,2007-01-24
sa3024091,2006-01-24
sa3024092,2007-04-10
sa3024094,2007-01-20
sa3024097,2004-08-18
sa3024098,2006-04-24
sa3024099,2003-12-22
sa3024100,2006-09-28
sa3024103,2006-03-16
sa3024105,2007-01-05
sa3024107,2007-04-05
sa3024108,2007-05-08
sa3024109,2006-11-21
sa3024110,2007-04-13
sa3024111,2006-10-01
sa3024112,2005-10-09
sa3024113,2004-05-10
sa3024114,2006-03-30
sa3024115,2006-09-20
sa3024116,2006-10-13
sa3024117,2006-11-20
sa3024118,2007-02-08
sa3024119,2006-10-26
sa3024121,2006-11-02
sa3024123,2007-03-13
sa3024124,2007-06-08
sa3024125,2007-01-12
sa3024126,2007-02-23
sa3024127,2006-12-02
sa3024128,2007-04-18
sa3024129,2007-05-30
sa3024130,2007-07-20
sa3024132,2007-01-18
sa3024133,2006-11-28
sa3024134,2006-11-13
sa3024135,2007-01-24
sa3024136,2007-02-01
sa3024140,2007-08-21
sa3024142,2006-09-16
sa3024143,2007-02-14
sa3024144,2007-06-13
sa3024145,2006-11-12
sa3024146,2007-01-15
sa3024147,2007-01-18
sa3024148,2007-04-24
sa3024149,2006-12-14
sa3024150,2007-06-05
sa3024151,2006-09-26
sa3024152,2007-07-27
sa3024153,2007-05-02
sa3024154,2007-02-16
sa3024155,2007-06-18
sa3024156,2004-03-19
sa3024196,2002-11-22
sa3024198,2006-04-20
sa3024200,2005-10-20
sa3024201,2005-08-14
sa3024203,2005-09-04
sa3024204,2006-03-05
sa3024207,2005-09-05
sa3024208,2005-08-24
sa3024209,2006-02-07
sa3024211,2005-12-21
sa3024213,2006-07-18
sa3024217,2006-04-08
sa3024218,2006-05-11
sa3024220,2006-05-13
sa3024221,2003-10-22
sa3024223,2004-04-27
sa3024224,2004-07-18
sa3024225,2005-08-15
sa3024226,2003-01-01
sa3024227,2004-08-12
sa3024228,2003-03-26
sa3024229,2005-04-19
sa3024230,2005-11-25
sa3024232,2004-07-07
sa3024233,2005-01-05
sa3024235,2005-08-24
sa3024237,2005-04-29
sa3024239,2005-06-10
sa3024240,2006-10-26
sa3024242,2006-10-12
sa3024243,2004-12-14
sa3024244,2005-04-01
sa3024245,2005-06-27
sa3024246,2003-08-24
sa3024250,2006-12-06
sa3024251,2006-09-02
sa3024252,2006-02-07
sa3024253,2006-03-25
sa3024254,2007-03-23
sa3024255,2002-10-18
sa3024257,2006-10-16
sa3024260,2007-08-19
sa3024261,2007-05-16
sa3024262,2006-12-11
sa3024263,2007-01-11
sa3024266,2007-04-05
sa3024267,2007-01-12
sa3024269,2006-07-27
sa3024270,2002-12-06
sa3024271,2006-05-24
sa3024272,2006-07-22
sa3024273,2006-10-03
sa3024274,2007-08-13
sa3024275,2007-06-29
sa3024276,2004-05-22
sa3024277,2006-04-29
sa3024278,2006-10-05
sa3024281,2004-02-16
sa3024283,2005-09-25
sa3024284,2005-03-13
sa3024285,2005-01-27
sa3024287,2006-04-25
sa3024289,2005-02-18
sa3024292,2005-09-06
sa3024293,2006-08-02
sa3024296,2006-10-18
sa3024297,2006-11-06
sa3024299,2005-12-05
sa3024300,2006-05-06
sa3024302,2005-10-31
sa3024303,2006-11-13
sa3024304,2006-09-13
sa3024305,2006-10-16
sa3024306,2005-08-11
sa3024309,2005-12-12
sa3024311,2007-04-20
sa3024314,2007-03-20
sa3024315,2006-09-26
sa3024316,2006-12-21
sa3024318,2007-04-02
sa3024319,2007-02-06
sa3024320,2006-09-11
sa3024322,2006-12-22
sa3024323,2006-11-26
sa3024324,2006-10-25
sa3024325,2007-06-12
sa3024326,2007-07-23
sa3024327,2007-03-07
sa3024328,2006-11-03
sa3024329,2007-08-15
sa3024330,2007-04-26
sa3024331,2006-10-07
sa3024335,2007-06-29
sa3024336,2006-09-12
sa3024337,2007-06-14
sa3024338,2004-06-18
sa3024339,2007-02-22
sa3024340,2007-05-22
sa3024341,2007-02-23
sa3024344,2007-01-08
sa3024346,2006-12-06
sa3024347,2006-10-13
sa3024348,2007-05-24
sa3024350,2005-12-24
sa3024351,2007-04-23
sa3024352,2006-11-13
sa3024354,2007-07-01
sa3024355,2006-09-13
sa3024356,2007-01-03
sa3024357,2007-03-16
sa3024358,2007-04-17
sa3024359,2007-05-14
sa3024360,2006-09-15
sa3024361,2007-03-12
sa3024362,2006-11-09
sa3024363,2007-06-09
sa3024364,2007-07-28
sa3024365,2006-04-26
sa3024366,2007-03-03
sa3024367,2006-09-12
sa3024368,2006-10-12
sa3024369,2007-05-14
sa3024370,2007-02-01
sa3024371,2006-11-15
sa3024372,2007-02-15
sa3024373,2006-09-26
sa3024374,2007-01-05
sa3024375,2005-05-12
sa3024378,2007-06-12
sa3024379,2007-06-12
sa3024380,2006-09-30
sa3024381,2006-10-30
sa3024382,2007-04-21
sa3024383,2006-11-01
sa3024384,2006-10-21
sa3024451,2004-05-18
sa3024452,2004-09-06
sa3024453,2006-06-12
sa3024456,2006-06-10
sa3024458,2007-05-20
sa3024459,2006-10-21
sa3024460,2007-05-31
sa3024462,2006-12-18
sa3024463,2007-05-03
sa3024464,2006-10-02
sa3024465,2004-10-15
sa3024469,2005-02-27
sa3024470,2006-09-18
sa3024471,2005-11-10
sa3024474,2006-04-18
sa3024476,2006-11-13
sa3024477,2006-09-14
sa3024479,2007-08-02
sa3024480,2006-11-28
sa3024481,2006-01-05
sa3024482,2006-11-01
sa3024514,2000-07-14
sa3024516,2005-06-15
sa3024517,2005-05-23
sa3024519,2005-11-11
sa3024520,2006-04-14
sa3024521,2005-10-20
sa3024522,2006-09-11
sa3024523,2005-08-24
sa3024524,2004-10-27
sa3024525,2004-02-04
sa3024527,2006-06-06
sa3024528,2005-07-08
sa3024529,2005-11-27
sa3024530,2004-10-21
sa3024531,2005-03-17
sa3024532,2006-04-18
sa3024533,2005-02-15
sa3024534,2005-06-19
sa3024535,2005-10-17
sa3024539,2005-05-30
sa3024541,2007-05-05
sa3024542,2005-11-23
sa3024543,2006-09-04
sa3024545,2006-10-30
sa3024548,2006-11-28
sa3024549,2006-10-23
sa3024552,2006-08-02
sa3024553,2006-01-25
sa3024555,2004-09-08
sa3024556,2007-07-13
sa3024557,2006-10-15
sa3024558,2007-04-24
sa3024559,2006-08-25
sa3024560,2007-01-20
sa3024562,2006-05-19
sa3024563,2006-05-17
sa3024564,2007-04-07
sa3024565,2007-03-22
sa3024567,2006-10-23
sa3024569,2007-07-07
sa3024571,2007-08-03
sa3024574,2005-12-30
sa3024575,2003-04-28
sa3024581,2006-04-07
sa3024582,2007-05-17
sa3024583,2007-03-07
sa3024584,2006-03-16
sa3024585,2007-04-08
sa3024586,2006-09-18
sa3024590,2004-11-20
sa3024592,2005-11-06
sa3024593,2006-09-14
sa3024601,2005-11-26
sa3024603,2006-06-16
sa3024604,2007-02-01
sa3024608,2005-10-08
sa3024609,2005-11-05
sa3024611,2004-12-11
sa3024615,2003-11-04
sa3024616,2005-02-06
sa3024618,2006-03-31
sa3024620,2007-01-11
sa3024622,2005-07-01
sa3024624,2005-11-13
sa3024625,2007-01-10
sa3024626,2006-11-15
sa3024627,2007-08-08
sa3024628,2007-01-12
sa3024629,2005-02-11
sa3024630,2006-09-05
sa3024632,2006-09-27
sa3024634,2006-02-16
sa3024635,2007-01-28
sa3024639,2007-04-27
sa3024643,2007-03-28
sa3024644,2006-09-14
sa3024645,2007-05-03
sa3024647,2007-02-16
sa3024649,2006-11-23
sa3024651,2006-11-11
sa3024652,2007-02-09
sa3024654,2007-01-24
sa3024770,2004-10-29
sa3024772,2005-04-28
sa3024773,2006-10-20
sa3024774,2006-11-20
sa3024775,2006-11-16
sa3024776,2004-09-21
sa3024778,2006-11-23
sa3024779,2007-06-01
sa3024782,2004-03-30
sa3024783,2005-05-02
sa3024784,2007-03-17
sa3024787,2007-08-08
sa3024788,2006-12-24
sa3024789,2006-10-26
sa3024790,2007-01-11
sa3024791,2004-11-16
sa3024792,2006-07-27
sa3024794,2003-02-11
sa3024795,2004-12-30
sa3024797,2006-09-12
sa3024799,2006-11-16
sa3024800,2006-12-13
sa3024802,2007-03-10
sa3024836,2006-04-27
sa3024838,2007-05-27
sa3024839,2007-03-30
sa3024842,2006-12-09
sa3024843,2005-04-29
sa3024845,2007-02-14
sa3024848,2004-08-16
sa3024849,2007-03-23
sa3024856,2003-03-18
sa3024861,2007-03-14
sa3024862,2007-08-02
sa3024866,2004-11-10
sa3024869,2007-03-28
sa3024870,2007-06-08
sa3024872,2007-05-02
sa3024878,2003-10-06
sa3024879,2006-09-30
sa3024884,2002-08-03
sa3024885,2006-04-11
sa3024888,2004-12-11
sa3024889,2005-02-10
sa3024891,2005-07-30
sa3024894,2005-11-04
sa3024896,1999-12-25
sa3024898,2006-08-04
sa3024899,2007-03-19
sa3024915,2001-08-18
sa3024917,2007-03-04
sa3024922,2004-02-18
sa3024928,2006-10-10
sa3024929,2006-10-04
sa3024939,2004-07-07
sa3024941,2005-08-08
sa3024942,2003-01-25
sa3024943,2005-09-25
sa3024947,2004-10-12
sa3024948,1999-02-12
sa3024950,2005-02-04
sa3024953,2005-04-17
sa3024955,2007-02-20
sa3024956,2007-01-27
sa3024964,2000-08-01
sa3024966,2007-03-10
sa3024972,2005-06-18
sa3024979,2000-05-14
sa3024980,2002-01-03
sa3024981,2005-06-09
sa3024982,2002-02-20
sa3024985,2005-04-21
sa3024987,2003-08-18
sa3024995,1999-01-23
sa3024998,2006-08-24
sa3025004,2004-10-28
sa3025006,2006-09-15
sa3025007,2003-11-05
sa3025013,2006-11-19
sa3025018,2007-03-20
sa3025019,2006-11-10
sa3025020,2001-12-11
sa3025021,2005-03-24
sa3025022,2005-10-10
sa3025023,2005-01-22
sa3025025,2005-05-25
sa3025026,2006-07-05
sa3025028,2007-07-28
sa3025029,2005-10-05
sa3025037,2005-08-20
sa3025038,2006-03-21
sa3025043,1997-09-04
sa3025044,2000-10-22
sa3025045,2002-03-05
sa3025046,1999-08-30
sa3025047,2004-10-27
sa3025048,2006-07-20
sa3025049,2006-08-07
sa3025051,2007-06-08
sa3025052,1998-07-24
sa3025060,2005-04-01
sa3025062,2006-10-04
sa3025063,1998-01-09
sa3025064,2004-09-28
sa3025065,2006-06-24
sa3025069,2005-06-28
sa3025072,2006-02-23
sa3025075,2003-06-04
sa3025086,2002-02-06
sa3025092,2005-11-29
sa3025093,2006-10-28
sa3025094,2005-10-06
sa3025095,2006-02-01
sa3025098,2005-01-18
sa3025102,2005-04-26
sa3025104,2006-09-20
sa3025107,2007-04-19
sa3025109,2004-10-11
sa3025110,2006-11-10
sa3025114,1999-02-02
sa3025115,2006-12-18
sa3025116,2005-06-09
sa3025118,2004-02-13
sa3025119,2001-11-12
sa3025120,2003-06-11
sa3025127,2005-04-05
sa3025131,2007-04-13
sa3025142,2003-05-25
sa3025145,2006-10-06
sa3025151,2002-10-16
sa3025152,2003-01-17
sa3025153,2003-01-12
sa3025155,2003-01-16
sa3025156,2001-07-01
sa3025157,2002-12-20
sa3025158,2003-02-02
sa3025159,2002-08-26
sa3025160,2002-03-03
sa3025161,2007-01-22
sa3025164,2001-10-10
sa3025165,2002-06-18
sa3025166,2005-07-11
sa3025167,2000-08-29
sa3025170,2000-11-06
sa3025171,2002-10-04
sa3025172,2005-11-08
sa3025182,2002-08-12
sa3025184,2001-06-26
sa3025185,2001-07-31
sa3025186,2003-03-06
sa3025187,2001-11-27
sa3025189,2002-08-27
sa3025192,2001-01-27
sa3025193,2001-06-24
sa3025194,2000-09-16
sa3025195,2003-01-17
sa3025196,2003-01-26
sa3025197,2003-04-02
sa3025198,2002-12-27
sa3025199,2005-05-16
sa3025200,2002-03-06
sa3025201,2002-12-24
sa3025202,2002-08-29
sa3025203,2006-02-22
sa3025204,2007-07-05
sa3025205,2003-03-01
sa3025220,2001-10-30
sa3025221,2002-02-14
sa3025222,2002-08-28
sa3025223,2001-12-06
sa3025224,2003-09-30
sa3025225,2003-05-17
sa3025230,2006-08-11
sa3025235,2003-01-03
sa3025236,2003-05-02
sa3025237,2006-07-07
sa3025238,2001-05-11
sa3025240,2002-06-14
sa3025241,2002-07-13
sa3025242,2001-05-17
sa3025243,2001-10-01
sa3025244,2002-07-10
sa3025246,2002-12-27
sa3025247,2003-01-21
sa3025248,2002-09-20
sa3025249,2002-11-04
sa3025250,2003-07-31
sa3025251,2003-04-17
sa3025252,2003-07-01
sa3025253,2002-04-24
sa3025254,2002-09-24
sa3025255,2001-03-15
sa3025256,2002-05-30
sa3025257,2003-04-14
sa3025258,2002-05-20
sa3025259,2003-08-23
sa3025260,2003-07-15
sa3025262,2002-03-13
sa3025263,2001-09-21
sa3025264,2002-08-29
sa3025265,2002-04-11
sa3025266,2000-06-28
sa3025268,2001-07-31
sa3025269,2001-02-19
sa3025270,2003-03-17
sa3025271,2006-06-20
sa3025299,2000-12-19
sa3025300,2001-06-05
sa3025301,2003-12-30
sa3025302,2002-12-12
sa3025303,2001-07-17
sa3025304,2001-04-02
sa3025305,2001-11-21
sa3025306,2003-02-25
sa3025307,2000-09-04
sa3025308,2001-09-25
sa3025309,2000-09-12
sa3025310,2002-12-23
sa3025311,2001-12-29
sa3025313,2002-09-18
sa3025314,2003-03-14
sa3025315,2003-09-03
sa3025316,2001-07-10
sa3025330,2001-11-28
sa3025331,2003-06-11
sa3025332,2005-12-09
sa3025333,2002-10-01
sa3025334,2002-10-04
sa3025335,2003-05-24
sa3025336,2001-01-19
sa3025344,2000-05-18
sa3025345,2001-09-12
sa3025346,2002-01-14
sa3025347,2005-09-21
sa3025348,2006-03-28
sa3025349,2001-11-02
sa3025350,2002-11-30
sa3025353,2001-10-27
sa3025354,2001-07-07
sa3025355,2001-06-06
sa3025356,2002-10-02
sa3025357,2002-08-09
sa3025359,2003-05-14
sa3025361,2003-10-24
sa3025362,2002-07-11
sa3025364,2003-01-07
sa3025365,2001-10-03
sa3025367,2001-08-31
sa3025368,2002-05-22
sa3025370,2003-03-19
sa3025375,2002-09-14
sa3025376,2001-10-10
sa3025377,2003-07-12
sa3025378,2002-12-02
sa3025381,2003-06-11
sa3025382,2003-07-24
sa3025384,2003-04-12
sa3025390,2002-04-30
sa3025391,2002-10-04
sa3025392,2003-08-31
sa3025393,2002-01-25
sa3025398,2007-01-20
sa3025400,2002-07-31
sa3025401,2002-06-06
sa3025403,2003-01-10
sa3025404,2002-11-18
sa3025405,2003-01-15
sa3025406,2003-01-24
sa3025407,2003-05-01
sa3025408,2003-05-10
sa3025409,2003-02-02
sa3025410,2003-09-21
sa3025411,2004-10-07
sa3025412,2003-02-22
sa3025413,2002-07-01
sa3025414,2003-04-25
sa3025415,2003-02-27
sa3025416,2002-07-02
sa3025417,2003-03-31
sa3025418,2005-08-30
sa3025419,2006-12-05
sa3025431,2002-03-18
sa3025434,2003-01-09
sa3025435,2003-08-03
sa3025437,2003-01-08
sa3025438,2001-04-26
sa3025439,2003-01-19
sa3025440,2002-12-16
sa3025441,2002-07-12
sa3025446,2001-08-29
sa3025448,2005-12-01
sa3025449,2001-06-07
sa3025450,2001-10-10
sa3025451,2002-12-16
sa3025453,2001-02-25
sa3025454,2002-11-29
sa3025461,2000-12-17
sa3025462,2001-11-12
sa3025463,2002-01-22
sa3025467,2003-06-30
sa3025468,2006-02-10
sa3025469,2001-11-13
sa3025470,2001-03-12
sa3025476,2001-02-08
sa3025479,2001-01-11
sa3025480,2001-11-03
sa3025481,2002-08-19
sa3025482,2000-05-27
sa3025489,1998-12-18
sa3025490,2001-12-28
sa3025491,2001-06-26
sa3025492,2002-12-04
sa3025493,2006-09-24
sa3025494,2003-03-02
sa3025495,2003-09-05
sa3025496,2003-06-22
sa3025504,2002-12-05
sa3025505,2002-08-14
sa3025506,2001-11-12
